area,habilidade,descricao,tri_score,area_code,tri_range,conceitos_cientificos,conceitos_cientificos_confidence,campos_semanticos,campos_semanticos_confidence,campos_lexicais,campos_lexicais_confidence,processos_fenomenos,processos_fenomenos_confidence,contextos_historicos,contextos_historicos_confidence,habilidades_compostas,habilidades_compostas_confidence,all_entities
Linguagens,H4,"Petição em forma de cordel, demonstrando que o jogo de linguagem não atenua a gravidade do delito.",644.9,LC,550-650,"gravidade do delito, jogo de linguagem","0.8885, 0.7294",jogo de linguagem,0.9625,jogo de linguagem,0.9585,,,jogo de linguagem,0.8742,Petição em forma de cordel,0.7266,"gravidade do delito, jogo de linguagem, jogo de linguagem, jogo de linguagem, jogo de linguagem, Petição em forma de cordel"
Linguagens,H4,"Prefácio em quadrinhos, com a função de apresentação do livro.",663.0,LC,650-750,apresentação do livro,0.8791,,,Prefácio em quadrinhos,0.3005,apresentação do livro,0.9852,Prefácio em quadrinhos,0.5395,apresentação do livro,0.9687,"apresentação do livro, Prefácio em quadrinhos, apresentação do livro, Prefácio em quadrinhos, apresentação do livro"
Linguagens,H5,"Significado da expressão ""bogof"" (Buy One Get One Free) para anunciar promoções.",532.3,LC,450-550,Buy One Get One Free,0.5467,,,,,"anunciar promoções, Buy One Get One Free","0.9131, 0.3198",anunciar promoções,0.6356,anunciar promoções,0.947,"Buy One Get One Free, anunciar promoções, Buy One Get One Free, anunciar promoções, anunciar promoções"
Linguagens,H5,"Polissemia da palavra ""season"" (estação/temporada) causando ruído na comunicação.",541.8,LC,450-550,"Polissemia da palavra ""season""",0.3373,,,,,ruído na comunicação,0.9191,,,ruído na comunicação,0.4145,"Polissemia da palavra ""season"", ruído na comunicação, ruído na comunicação"
Linguagens,H5,"Charge sobre o desconhecimento de como usar um livro impresso (""turn this thing on"").",549.6,LC,450-550,como usar um livro impresso,0.5923,livro impresso,0.3862,livro impresso,0.4097,turn this thing on,0.925,,,turn this thing on,0.9343,"como usar um livro impresso, livro impresso, livro impresso, turn this thing on, turn this thing on"
Linguagens,H5,"O termo ""downsides"" no texto sobre Instagram para introduzir a ideia de que a rede pode provocar ansiedade.",549.6,LC,450-550,,,,,,,provocar ansiedade,0.7432,,,,,provocar ansiedade
Linguagens,H5,"O vocábulo ""unthinkable"" no texto sobre Michelle Obama ressaltando que sua ascensão social era improvável.",557.5,LC,550-650,ascensão social,0.904,Michelle Obama,0.4353,"ascensão social, Michelle Obama","0.3953, 0.343",ascensão social,0.9688,Michelle Obama,0.9916,,,"ascensão social, Michelle Obama, ascensão social, Michelle Obama, ascensão social, Michelle Obama"
Linguagens,H5,Notícia sobre incêndio em presídio em Honduras.,567.4,LC,550-650,incêndio em presídio,0.831,,,,,incêndio em presídio,0.8615,,,,,"incêndio em presídio, incêndio em presídio"
Linguagens,H5,"O uso da palavra ""shower"" (banho) no projeto ""Lava Mae"" para moradores de rua.",573.2,LC,550-650,moradores de rua,0.5346,moradores de rua,0.6473,moradores de rua,0.7179,moradores de rua,0.5676,Lava Mae,0.8525,moradores de rua,0.351,"moradores de rua, moradores de rua, moradores de rua, moradores de rua, Lava Mae, moradores de rua"
Linguagens,H5,"A expressão ""at odds with"" (em conflito com) revelando a dificuldade de conciliar diferentes anseios.",584.4,LC,550-650,conciliar diferentes anseios,0.3518,,,,,conciliar diferentes anseios,0.9133,"em conflito com, at odds with","0.8415, 0.4202",conciliar diferentes anseios,0.638,"conciliar diferentes anseios, conciliar diferentes anseios, em conflito com, at odds with, conciliar diferentes anseios"
Linguagens,H5,"Propaganda sobre troca de óleo, importância da escolha da empresa certa.",587.7,LC,550-650,troca de óleo,0.9265,troca de óleo,0.6222,troca de óleo,0.7577,"troca de óleo, escolha da empresa certa","0.8607, 0.7018",troca de óleo,0.5885,escolha da empresa certa,0.9599,"troca de óleo, troca de óleo, troca de óleo, troca de óleo, escolha da empresa certa, troca de óleo, escolha da empresa certa"
Linguagens,H5,Citação de Jimi Hendrix sobre o amor pelo poder e o poder do amor.,609.1,LC,550-650,"amor pelo poder, poder do amor","0.8747, 0.7798",,,amor pelo poder,0.3361,poder do amor,0.3326,Jimi Hendrix,0.9728,,,"amor pelo poder, poder do amor, amor pelo poder, poder do amor, Jimi Hendrix"
Linguagens,H5,"Expressões ""A Tall Order"" e ""The sky isn't the limit"" sobre inovações na construção de arranha-céus.",610.4,LC,550-650,The sky isn't the limit,0.3377,construção de arranha-céus,0.3379,construção de arranha-céus,0.3629,construção de arranha-céus,0.9037,construção de arranha-céus,0.8987,,,"The sky isn't the limit, construção de arranha-céus, construção de arranha-céus, construção de arranha-céus, construção de arranha-céus"
Linguagens,H5,"As palavras ""fault"" (culpa) e ""blame"" (culpa) no poema de Robert Frost, revelando sensibilização do eu lírico.",623.8,LC,550-650,sensibilização do eu lírico,0.5747,,,,,sensibilização do eu lírico,0.9328,Robert Frost,0.9397,sensibilização do eu lírico,0.7901,"sensibilização do eu lírico, sensibilização do eu lírico, Robert Frost, sensibilização do eu lírico"
Linguagens,H5,"A expressão ""No man is an island"" no poema de John Donne, ressaltando a ideia de conexão.",627.9,LC,550-650,,,,,,,,,John Donne,0.9246,ressaltando a ideia de conexão,0.5055,"John Donne, ressaltando a ideia de conexão"
Linguagens,H6,"Campanha sobre desperdício de alimentos (""Food for thought"") e degradação ambiental.",521.7,LC,450-550,"degradação ambiental, desperdício de alimentos, Food for thought","0.932, 0.8919, 0.6474","desperdício de alimentos, Food for thought","0.8775, 0.3272","desperdício de alimentos, Food for thought, degradação ambiental","0.8996, 0.3843, 0.3449","degradação ambiental, Food for thought, desperdício de alimentos","0.9911, 0.3467, 0.3442","desperdício de alimentos, Food for thought","0.4192, 0.3141",,,"degradação ambiental, desperdício de alimentos, Food for thought, desperdício de alimentos, Food for thought, desperdício de alimentos, Food for thought, degradação ambiental, degradação ambiental, Food for thought, desperdício de alimentos, desperdício de alimentos, Food for thought"
Linguagens,H6,"Poema ""I, too"" de Langston Hughes, sobre racismo, provocando sentimento de coragem e superação.",534.7,LC,450-550,sentimento de coragem,0.555,,,,,,,Langston Hughes,0.9872,,,"sentimento de coragem, Langston Hughes"
Linguagens,H6,Tirinha sobre o gosto pela prática da leitura.,536.9,LC,450-550,prática da leitura,0.9106,prática da leitura,0.4626,prática da leitura,0.668,prática da leitura,0.8755,,,prática da leitura,0.4948,"prática da leitura, prática da leitura, prática da leitura, prática da leitura, prática da leitura"
Linguagens,H6,"Reportagem sobre ""fake images"" e a influência na alteração de imagens na memória.",538.7,LC,450-550,fake images,0.7408,fake images,0.7057,fake images,0.7222,alteração de imagens na memória,0.9164,fake images,0.9109,,,"fake images, fake images, fake images, alteração de imagens na memória, fake images"
Linguagens,H6,"Letra de canção (Madonna), sobre a morte precoce de um amigo jovem.",541.3,LC,450-550,"morte precoce, Letra de canção","0.8358, 0.41",Letra de canção,0.8391,Letra de canção,0.8374,morte precoce,0.891,"Letra de canção, amigo jovem","0.4871, 0.3916",,,"morte precoce, Letra de canção, Letra de canção, Letra de canção, morte precoce, Letra de canção, amigo jovem"
Linguagens,H6,"Cartum, com crítica sobre a sociedade exigir que o adolescente amadureça precocemente.",548.0,LC,450-550,amadureça precocemente,0.4193,,,,,amadureça precocemente,0.9522,,,amadureça precocemente,0.8091,"amadureça precocemente, amadureça precocemente, amadureça precocemente"
Linguagens,H6,"Site WeFeedback, exemplo de doação para caridade.",549.3,LC,450-550,doação para caridade,0.9453,,,,,doação para caridade,0.9817,Site WeFeedback,0.8118,doação para caridade,0.7922,"doação para caridade, doação para caridade, Site WeFeedback, doação para caridade"
Linguagens,H6,"Comentário sobre o filme ""Frida"", com a pintora assumindo sua beleza singular.",554.0,LC,550-650,beleza singular,0.9817,,,,,assumindo sua beleza singular,0.3379,,,,,"beleza singular, assumindo sua beleza singular"
Linguagens,H6,"Poema sobre comunicação digital, com o eu lírico expressando insatisfação com a forma de comunicação.",557.3,LC,550-650,comunicação digital,0.8857,comunicação digital,0.9977,comunicação digital,0.9968,insatisfação com a forma de comunicação,0.7799,comunicação digital,0.6691,insatisfação com a forma de comunicação,0.468,"comunicação digital, comunicação digital, comunicação digital, insatisfação com a forma de comunicação, comunicação digital, insatisfação com a forma de comunicação"
Linguagens,H6,Recrutamento de jovens para espionagem no Reino Unido.,568.7,LC,550-650,Recrutamento de jovens,0.4183,Reino Unido,0.6669,Reino Unido,0.5145,Recrutamento de jovens,0.6023,Reino Unido,0.9987,Recrutamento de jovens,0.7081,"Recrutamento de jovens, Reino Unido, Reino Unido, Recrutamento de jovens, Reino Unido, Recrutamento de jovens"
Linguagens,H6,"Divulgação científica, sobre a produção natural de morfina no corpo.",572.0,LC,550-650,produção natural de morfina no corpo,0.404,Divulgação científica,0.9992,Divulgação científica,0.9979,produção natural de morfina no corpo,0.8362,Divulgação científica,0.9117,,,"produção natural de morfina no corpo, Divulgação científica, Divulgação científica, produção natural de morfina no corpo, Divulgação científica"
Linguagens,H6,"Diálogo de romance, revelando uma atitude de resistência (cabelo natural).",576.9,LC,550-650,"cabelo natural, atitude de resistência","0.932, 0.6958",Diálogo de romance,0.9698,Diálogo de romance,0.95,"cabelo natural, atitude de resistência","0.8798, 0.3133",Diálogo de romance,0.9192,cabelo natural,0.6087,"cabelo natural, atitude de resistência, Diálogo de romance, Diálogo de romance, cabelo natural, atitude de resistência, Diálogo de romance, cabelo natural"
Linguagens,H6,"Romance ""1984"" de George Orwell, com a ideia de controle do Estado pelo poder sobre memórias e registros.",591.2,LC,550-650,memórias e registros,0.8831,memórias e registros,0.5555,memórias e registros,0.7509,controle do Estado pelo poder,0.8825,"George Orwell, Romance ""1984""","0.6387, 0.3147",controle do Estado pelo poder,0.6616,"memórias e registros, memórias e registros, memórias e registros, controle do Estado pelo poder, George Orwell, Romance ""1984"", controle do Estado pelo poder"
Linguagens,H6,"Citação de David Cameron, reforçando a ideia de que jovens precisam de amor e firmeza.",593.9,LC,550-650,jovens precisam de amor e firmeza,0.3065,,,,,,,David Cameron,0.9342,,,"jovens precisam de amor e firmeza, David Cameron"
Linguagens,H6,"Internacionalização do ensino superior, com universidade italiana substituindo a língua nacional pelo inglês.",596.6,LC,550-650,"Internacionalização do ensino superior, língua nacional","0.7629, 0.3268",ensino superior,0.8398,ensino superior,0.8008,"substituindo a língua nacional pelo inglês, Internacionalização do ensino superior","0.7292, 0.5216",universidade italiana,0.9735,substituindo a língua nacional pelo inglês,0.5031,"Internacionalização do ensino superior, língua nacional, ensino superior, ensino superior, substituindo a língua nacional pelo inglês, Internacionalização do ensino superior, universidade italiana, substituindo a língua nacional pelo inglês"
Linguagens,H6,"Texto sobre tecnologia, com foco no desenvolvimento de uma tinta para produzir pele e tecidos humanos.",609.0,LC,550-650,"desenvolvimento de uma tinta, tecidos humanos","0.6746, 0.4431",,,,,"produzir pele, desenvolvimento de uma tinta","0.3724, 0.3453",,,,,"desenvolvimento de uma tinta, tecidos humanos, produzir pele, desenvolvimento de uma tinta"
Linguagens,H6,"Poema ""The Road Not Taken"" de Robert Frost, com o autor festejando o fato de ter sido ousado em suas escolhas.",610.6,LC,550-650,The Road Not Taken,0.7715,,,,,,,Robert Frost,0.9874,,,"The Road Not Taken, Robert Frost"
Linguagens,H6,"Roteiro de filme, mostrando que a avaliação de um lugar depende da perspectiva do visitante.",655.4,LC,650-750,"perspectiva do visitante, avaliação de um lugar, Roteiro de filme","0.7576, 0.5228, 0.3276",Roteiro de filme,0.9959,Roteiro de filme,0.9913,avaliação de um lugar,0.893,Roteiro de filme,0.7001,avaliação de um lugar,0.6755,"perspectiva do visitante, avaliação de um lugar, Roteiro de filme, Roteiro de filme, Roteiro de filme, avaliação de um lugar, Roteiro de filme, avaliação de um lugar"
Linguagens,H7,"Texto sobre Steve Jobs, com o propósito de enaltecer sua contribuição para o mundo digital.",501.0,LC,450-550,mundo digital,0.5813,mundo digital,0.931,mundo digital,0.9417,enaltecer sua contribuição para o mundo digital,0.9117,Steve Jobs,0.9762,enaltecer sua contribuição para o mundo digital,0.8504,"mundo digital, mundo digital, mundo digital, enaltecer sua contribuição para o mundo digital, Steve Jobs, enaltecer sua contribuição para o mundo digital"
